Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country,TotalAmount
228232,STOCK_0078,Product G,2,2024-12-03 20:13:35.371005,29.42,CUST_00024,United Kingdom,58.84
700530,STOCK_0095,Product B,8,2025-08-01 20:13:35.371005,82.05,CUST_00024,United Kingdom,656.4
329947,STOCK_0071,Product J,9,2024-06-30 20:13:35.371366,96.34,CUST_00024,United Kingdom,867.0600000000001
238563,STOCK_0094,Product E,6,2024-09-17 20:13:35.371366,93.79,CUST_00024,United Kingdom,562.74
530783,STOCK_0022,Product J,8,2023-09-13 20:13:35.371366,5.53,CUST_00025,United Kingdom,44.24
943804,STOCK_0029,Product D,3,2023-10-01 20:13:35.371366,59.85,CUST_00025,United Kingdom,179.55
332732,STOCK_0006,Product C,7,2025-07-16 20:13:35.371366,45.14,CUST_00025,United Kingdom,315.98
384186,STOCK_0075,Product D,2,2025-03-14 20:13:35.372530,77.51,CUST_00026,France,155.02
808691,STOCK_0081,Product H,5,2023-09-11 20:13:35.372530,91.04,CUST_00026,France,455.20000000000005
346693,STOCK_0057,Product E,3,2023-10-29 20:13:35.372530,31.88,CUST_00026,France,95.64
531374,STOCK_0034,Product C,1,2024-03-09 20:13:35.372530,65.52,CUST_00026,France,65.52
261779,STOCK_0093,Product E,8,2023-10-31 20:13:35.373493,77.32,CUST_00027,United Kingdom,618.56
746701,STOCK_0003,Product E,8,2025-01-31 20:13:35.373493,92.16,CUST_00027,United Kingdom,737.28
370856,STOCK_0025,Product G,1,2024-03-09 20:13:35.373909,61.12,CUST_00027,United Kingdom,61.12
726759,STOCK_0002,Product H,8,2024-04-04 20:13:35.374250,31.73,CUST_00028,United Kingdom,253.84
164288,STOCK_0094,Product B,6,2024-11-17 20:13:35.374250,29.87,CUST_00028,United Kingdom,179.22
139499,STOCK_0041,Product H,6,2025-05-08 20:13:35.374250,75.17,CUST_00028,United Kingdom,451.02
673441,STOCK_0033,Product J,8,2023-10-28 20:13:35.374250,1.97,CUST_00029,United Kingdom,15.76
414470,STOCK_0033,Product I,1,2025-01-05 20:13:35.374250,82.63,CUST_00029,United Kingdom,82.63
C424912,STOCK_0038,Product G,2,2025-02-05 20:13:35.375526,82.32,CUST_00029,United Kingdom,164.64
257087,STOCK_0067,Product F,9,2024-10-05 20:13:35.375526,93.69,CUST_00029,United Kingdom,843.21
198818,STOCK_0084,Product D,6,2024-05-16 20:13:35.375526,81.91,CUST_00030,United Kingdom,491.46
619052,STOCK_0041,Product J,2,2025-04-13 20:13:35.375526,6.97,CUST_00030,United Kingdom,13.94
128380,STOCK_0045,Product C,3,2024-02-28 20:13:35.375526,97.61,CUST_00030,United Kingdom,292.83
C902514,STOCK_0053,Product G,3,2023-11-26 20:13:35.376567,17.01,CUST_00030,United Kingdom,51.03
895378,STOCK_0037,Product H,9,2023-10-26 20:13:35.376567,49.83,CUST_00030,United Kingdom,448.46999999999997
474484,STOCK_0061,Product F,1,2025-07-14 20:13:35.376567,84.2,CUST_00030,United Kingdom,84.2
726045,STOCK_0058,Product H,4,2025-03-12 20:13:35.376567,63.25,CUST_00030,United Kingdom,253.0
667873,STOCK_0051,Product I,4,2023-09-29 20:13:35.377558,3.91,CUST_00031,Germany,15.64
800601,STOCK_0034,Product D,6,2024-09-17 20:13:35.377558,65.85,CUST_00031,Germany,395.09999999999997
488076,STOCK_0100,Product G,2,2024-03-16 20:13:35.377558,18.92,CUST_00032,United Kingdom,37.84
300422,STOCK_0062,Product F,8,2024-02-12 20:13:35.377558,58.36,CUST_00032,United Kingdom,466.88
C244832,STOCK_0089,Product I,2,2025-03-26 20:13:35.377558,85.94,CUST_00032,United Kingdom,171.88
807593,STOCK_0076,Product H,4,2024-06-20 20:13:35.377558,97.01,CUST_00032,United Kingdom,388.04
965962,STOCK_0014,Product J,9,2023-09-11 20:13:35.378544,43.66,CUST_00032,United Kingdom,392.93999999999994
282958,STOCK_0057,Product F,4,2024-03-23 20:13:35.378544,38.56,CUST_00032,United Kingdom,154.24
C270102,STOCK_0002,Product I,5,2024-09-18 20:13:35.378544,93.72,CUST_00033,United Kingdom,468.6
950610,STOCK_0070,Product E,5,2025-07-14 20:13:35.378544,9.77,CUST_00033,United Kingdom,48.849999999999994
345546,STOCK_0012,Product J,4,2025-01-24 20:13:35.379573,98.68,CUST_00033,United Kingdom,394.72
418647,STOCK_0098,Product I,2,2025-04-14 20:13:35.379573,97.34,CUST_00033,United Kingdom,194.68
909343,STOCK_0043,Product B,7,2024-04-10 20:13:35.379573,67.02,CUST_00033,United Kingdom,469.14
896657,STOCK_0045,Product D,2,2023-11-19 20:13:35.380053,20.98,CUST_00033,United Kingdom,41.96
734965,STOCK_0001,Product G,8,2024-09-11 20:13:35.380053,16.46,CUST_00033,United Kingdom,131.68
530424,STOCK_0026,Product H,8,2025-03-26 20:13:35.380053,77.08,CUST_00034,Netherlands,616.64
562785,STOCK_0019,Product E,5,2025-08-17 20:13:35.380053,58.14,CUST_00034,Netherlands,290.7
782568,STOCK_0070,Product I,1,2023-09-14 20:13:35.380053,41.28,CUST_00034,Netherlands,41.28
691491,STOCK_0031,Product I,4,2024-01-07 20:13:35.381212,65.4,CUST_00034,Netherlands,261.6
256498,STOCK_0019,Product F,2,2023-12-13 20:13:35.381212,76.47,CUST_00034,Netherlands,152.94
786684,STOCK_0076,Product J,7,2025-06-14 20:13:35.381212,56.78,CUST_00035,Belgium,397.46000000000004
C734122,STOCK_0033,Product A,1,2024-05-02 20:13:35.381212,45.0,CUST_00035,Belgium,45.0
325049,STOCK_0078,Product J,2,2023-12-05 20:13:35.382212,46.89,CUST_00035,Belgium,93.78
235832,STOCK_0048,Product B,6,2024-09-24 20:13:35.382212,91.51,CUST_00035,Belgium,549.0600000000001
435914,STOCK_0005,Product B,5,2025-08-06 20:13:35.382536,25.36,CUST_00035,Belgium,126.8
669667,STOCK_0080,Product E,9,2024-07-07 20:13:35.382536,65.81,CUST_00036,Spain,592.29
682004,STOCK_0086,Product C,2,2025-03-30 20:13:35.382536,17.47,CUST_00036,Spain,34.94
470321,STOCK_0027,Product C,8,2024-02-01 20:13:35.382536,31.82,CUST_00036,Spain,254.56
275211,STOCK_0049,Product D,9,2025-08-16 20:13:35.382536,52.73,CUST_00036,Spain,474.57
219735,STOCK_0039,Product G,8,2024-01-10 20:13:35.383700,79.55,CUST_00036,Spain,636.4
325160,STOCK_0047,Product G,6,2024-08-21 20:13:35.383700,82.1,CUST_00037,United Kingdom,492.59999999999997
618727,STOCK_0009,Product J,8,2025-07-23 20:13:35.383700,41.69,CUST_00037,United Kingdom,333.52
529667,STOCK_0080,Product A,5,2025-03-19 20:13:35.383700,30.9,CUST_00037,United Kingdom,154.5
561792,STOCK_0039,Product J,9,2025-06-19 20:13:35.383700,10.46,CUST_00037,United Kingdom,94.14000000000001
966964,STOCK_0069,Product A,3,2024-06-05 20:13:35.383700,87.06,CUST_00037,United Kingdom,261.18
893853,STOCK_0035,Product G,9,2023-11-02 20:13:35.384701,39.7,CUST_00038,United Kingdom,357.3
394054,STOCK_0035,Product G,5,2024-10-02 20:13:35.384701,67.91,CUST_00038,United Kingdom,339.54999999999995
794892,STOCK_0060,Product C,4,2024-11-11 20:13:35.384701,72.71,CUST_00039,Germany,290.84
334565,STOCK_0097,Product D,3,2025-07-13 20:13:35.384701,40.72,CUST_00039,Germany,122.16
749991,STOCK_0060,Product B,5,2024-02-04 20:13:35.384701,7.92,CUST_00040,United Kingdom,39.6
698357,STOCK_0072,Product B,3,2024-12-31 20:13:35.384701,53.76,CUST_00040,United Kingdom,161.28
450877,STOCK_0036,Product E,9,2024-06-02 20:13:35.385772,17.88,CUST_00041,United Kingdom,160.92
198540,STOCK_0055,Product A,8,2023-11-24 20:13:35.385772,79.75,CUST_00041,United Kingdom,638.0
293783,STOCK_0092,Product C,8,2024-11-12 20:13:35.386643,2.98,CUST_00041,United Kingdom,23.84
358503,STOCK_0065,Product I,5,2024-08-19 20:13:35.386643,10.2,CUST_00041,United Kingdom,51.0
C743552,STOCK_0016,Product F,4,2025-03-10 20:13:35.386643,71.17,CUST_00041,United Kingdom,284.68
970848,STOCK_0066,Product I,5,2023-10-25 20:13:35.386643,35.29,CUST_00041,United Kingdom,176.45
714805,STOCK_0062,Product G,4,2025-02-19 20:13:35.386643,87.46,CUST_00041,United Kingdom,349.84
807650,STOCK_0045,Product C,8,2024-01-02 20:13:35.387685,53.72,CUST_00042,United Kingdom,429.76
754801,STOCK_0052,Product I,5,2025-08-11 20:13:35.387685,3.27,CUST_00042,United Kingdom,16.35
129984,STOCK_0020,Product B,9,2025-01-24 20:13:35.388786,57.94,CUST_00042,United Kingdom,521.46
790658,STOCK_0095,Product A,6,2025-03-07 20:13:35.388786,83.1,CUST_00042,United Kingdom,498.59999999999997
C772280,STOCK_0013,Product E,2,2025-07-24 20:13:35.388786,7.75,CUST_00042,United Kingdom,15.5
479551,STOCK_0068,Product D,2,2025-05-31 20:13:35.388786,28.5,CUST_00042,United Kingdom,57.0
801692,STOCK_0083,Product B,9,2024-03-19 20:13:35.390432,6.76,CUST_00043,United Kingdom,60.839999999999996
302056,STOCK_0079,Product I,7,2025-06-23 20:13:35.390432,24.68,CUST_00043,United Kingdom,172.76
721827,STOCK_0062,Product C,7,2025-03-15 20:13:35.390432,69.52,CUST_00043,United Kingdom,486.64
600531,STOCK_0040,Product A,5,2023-12-12 20:13:35.390432,61.91,CUST_00043,United Kingdom,309.54999999999995
293021,STOCK_0092,Product F,7,2025-03-16 20:13:35.391813,73.63,CUST_00044,Netherlands,515.41
386166,STOCK_0002,Product E,6,2025-02-16 20:13:35.391813,79.24,CUST_00044,Netherlands,475.43999999999994
640340,STOCK_0005,Product A,5,2024-06-21 20:13:35.392757,83.6,CUST_00044,Netherlands,418.0
235870,STOCK_0045,Product D,1,2024-09-14 20:13:35.392757,11.86,CUST_00044,Netherlands,11.86
526577,STOCK_0055,Product E,4,2024-10-14 20:13:35.392757,86.6,CUST_00044,Netherlands,346.4
479504,STOCK_0093,Product D,6,2025-01-03 20:13:35.392757,39.85,CUST_00044,Netherlands,239.10000000000002
542939,STOCK_0064,Product A,8,2025-05-05 20:13:35.392757,32.23,CUST_00044,Netherlands,257.84
608679,STOCK_0058,Product H,5,2024-12-19 20:13:35.393809,82.69,CUST_00045,United Kingdom,413.45
196722,STOCK_0072,Product A,1,2023-08-23 20:13:35.393809,7.6,CUST_00045,United Kingdom,7.6
652370,STOCK_0077,Product H,9,2025-08-10 20:13:35.393809,74.87,CUST_00046,Germany,673.83
241214,STOCK_0099,Product H,1,2024-07-06 20:13:35.394719,95.69,CUST_00046,Germany,95.69
259210,STOCK_0100,Product D,3,2024-08-17 20:13:35.394719,66.48,CUST_00046,Germany,199.44
545377,STOCK_0038,Product A,8,2025-04-02 20:13:35.395113,77.15,CUST_00047,United Kingdom,617.2
797960,STOCK_0050,Product C,1,2024-05-12 20:13:35.395567,26.29,CUST_00047,United Kingdom,26.29
659252,STOCK_0089,Product J,7,2025-03-02 20:13:35.395567,5.15,CUST_00047,United Kingdom,36.050000000000004
212990,STOCK_0012,Product H,2,2023-10-12 20:13:35.395567,60.59,CUST_00047,United Kingdom,121.18
285165,STOCK_0040,Product B,7,2024-11-18 20:13:35.395567,10.41,CUST_00048,United Kingdom,72.87
963403,STOCK_0089,Product B,6,2025-04-16 20:13:35.396721,28.11,CUST_00048,United Kingdom,168.66
220029,STOCK_0051,Product A,8,2024-11-03 20:13:35.396721,99.25,CUST_00048,United Kingdom,794.0
598685,STOCK_0039,Product A,9,2023-11-26 20:13:35.396721,54.86,CUST_00048,United Kingdom,493.74
244129,STOCK_0022,Product I,6,2023-12-29 20:13:35.396721,54.42,CUST_00049,United Kingdom,326.52
644855,STOCK_0085,Product D,2,2024-02-24 20:13:35.396721,22.14,CUST_00049,United Kingdom,44.28
895326,STOCK_0077,Product F,5,2025-07-05 20:13:35.397771,59.44,CUST_00049,United Kingdom,297.2
988036,STOCK_0019,Product G,7,2023-11-27 20:13:35.397771,58.14,CUST_00049,United Kingdom,406.98
575584,STOCK_0008,Product J,8,2025-04-29 20:13:35.397771,25.42,CUST_00049,United Kingdom,203.36
792095,STOCK_0099,Product J,2,2025-05-06 20:13:35.397771,21.2,CUST_00049,United Kingdom,42.4
C245016,STOCK_0090,Product J,6,2024-12-27 20:13:35.398720,83.44,CUST_00050,United Kingdom,500.64
891542,STOCK_0053,Product I,4,2024-06-26 20:13:35.398720,33.37,CUST_00050,United Kingdom,133.48
334627,STOCK_0056,Product C,5,2025-06-09 20:13:35.398720,13.35,CUST_00050,United Kingdom,66.75
203892,STOCK_0010,Product H,6,2025-07-29 20:13:35.398720,59.71,CUST_00050,United Kingdom,358.26
389910,STOCK_0074,Product F,4,2024-07-09 20:13:35.398720,18.95,CUST_00050,United Kingdom,75.8
368787,STOCK_0004,Product C,8,2024-01-13 20:13:35.399763,11.31,CUST_00050,United Kingdom,90.48
252889,STOCK_0019,Product A,3,2025-06-19 20:13:35.399763,6.8,CUST_00051,Belgium,20.4
390998,STOCK_0031,Product D,3,2025-04-23 20:13:35.399763,44.58,CUST_00051,Belgium,133.74
518267,STOCK_0055,Product A,2,2025-04-27 20:13:35.400725,37.77,CUST_00051,Belgium,75.54
920483,STOCK_0075,Product I,6,2024-10-19 20:13:35.400725,64.61,CUST_00051,Belgium,387.65999999999997
744600,STOCK_0047,Product F,7,2023-10-28 20:13:35.400725,57.62,CUST_00051,Belgium,403.34
956985,STOCK_0070,Product A,3,2023-11-27 20:13:35.400725,94.13,CUST_00052,France,282.39
352164,STOCK_0093,Product E,4,2024-01-15 20:13:35.400725,80.46,CUST_00052,France,321.84
456992,STOCK_0070,Product J,4,2024-08-27 20:13:35.401843,5.93,CUST_00052,France,23.72
530267,STOCK_0100,Product F,9,2024-10-09 20:13:35.401843,16.73,CUST_00052,France,150.57
C232503,STOCK_0031,Product D,8,2024-01-27 20:13:35.401843,47.73,CUST_00052,France,381.84
586799,STOCK_0007,Product C,7,2025-01-10 20:13:35.402721,90.72,CUST_00053,Netherlands,635.04
196044,STOCK_0095,Product J,9,2025-02-17 20:13:35.402721,77.89,CUST_00053,Netherlands,701.01
852254,STOCK_0057,Product E,4,2024-12-11 20:13:35.402721,32.2,CUST_00054,Spain,128.8
689716,STOCK_0082,Product H,4,2024-07-15 20:13:35.403591,13.67,CUST_00054,Spain,54.68
527737,STOCK_0057,Product E,5,2025-03-29 20:13:35.403591,26.4,CUST_00055,United Kingdom,132.0
761948,STOCK_0019,Product C,9,2024-10-17 20:13:35.403591,94.76,CUST_00055,United Kingdom,852.84
592092,STOCK_0071,Product F,7,2023-09-10 20:13:35.404612,54.97,CUST_00056,Netherlands,384.78999999999996
560385,STOCK_0028,Product J,9,2024-08-29 20:13:35.404612,79.38,CUST_00056,Netherlands,714.42
430817,STOCK_0074,Product E,5,2024-01-19 20:13:35.405365,94.62,CUST_00057,United Kingdom,473.1
321095,STOCK_0016,Product C,7,2025-05-12 20:13:35.405365,55.0,CUST_00057,United Kingdom,385.0
768179,STOCK_0064,Product C,1,2023-12-16 20:13:35.405365,20.94,CUST_00058,United Kingdom,20.94
982766,STOCK_0068,Product D,6,2025-03-17 20:13:35.405365,2.78,CUST_00058,United Kingdom,16.68
557382,STOCK_0003,Product H,1,2024-12-07 20:13:35.406581,39.68,CUST_00059,United Kingdom,39.68
326058,STOCK_0023,Product I,2,2024-06-08 20:13:35.406581,10.25,CUST_00059,United Kingdom,20.5
962371,STOCK_0012,Product J,8,2024-04-01 20:13:35.406581,29.43,CUST_00059,United Kingdom,235.44
400135,STOCK_0085,Product H,7,2024-04-20 20:13:35.406581,64.62,CUST_00059,United Kingdom,452.34000000000003
106530,STOCK_0042,Product D,6,2025-01-20 20:13:35.407532,79.53,CUST_00059,United Kingdom,477.18
875158,STOCK_0027,Product B,8,2024-12-02 20:13:35.407532,51.2,CUST_00059,United Kingdom,409.6
892338,STOCK_0032,Product E,4,2024-03-16 20:13:35.407532,80.06,CUST_00059,United Kingdom,320.24
595384,STOCK_0095,Product G,5,2025-05-08 20:13:35.408591,56.42,CUST_00060,United Kingdom,282.1
262002,STOCK_0005,Product C,9,2023-10-22 20:13:35.408591,82.09,CUST_00060,United Kingdom,738.8100000000001
668020,STOCK_0044,Product I,2,2024-01-24 20:13:35.408591,82.34,CUST_00060,United Kingdom,164.68
956047,STOCK_0098,Product F,3,2023-08-21 20:13:35.408591,88.1,CUST_00060,United Kingdom,264.29999999999995
276168,STOCK_0028,Product H,1,2024-11-14 20:13:35.408591,24.75,CUST_00060,United Kingdom,24.75
237488,STOCK_0047,Product B,9,2024-10-15 20:13:35.409600,44.12,CUST_00060,United Kingdom,397.08
756449,STOCK_0011,Product C,1,2023-12-07 20:13:35.409600,13.5,CUST_00060,United Kingdom,13.5
