order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
ORDER_000019,1,PROD_7846,SELLER_359,2024-05-26 20:13:33.409089,158.57,18.05
ORDER_000019,2,PROD_5945,SELLER_859,2024-05-21 20:13:33.409089,206.71,12.14
ORDER_000020,1,PROD_3437,SELLER_424,2024-06-12 20:13:33.411600,295.8,26.01
ORDER_000021,1,PROD_3224,SELLER_297,2025-03-22 20:13:33.412596,434.61,30.73
ORDER_000022,1,PROD_4796,SELLER_334,2023-10-02 20:13:33.412596,354.89,5.2
ORDER_000022,2,PROD_5888,SELLER_705,2023-10-06 20:13:33.412596,146.44,10.83
ORDER_000022,3,PROD_2316,SELLER_909,2023-09-28 20:13:33.412596,242.95,33.55
ORDER_000023,1,PROD_9588,SELLER_199,2024-10-21 20:13:33.413595,430.89,13.37
ORDER_000024,1,PROD_2772,SELLER_261,2024-03-17 20:13:33.414593,400.16,38.93
ORDER_000024,2,PROD_7469,SELLER_248,2024-03-16 20:13:33.414593,71.6,38.17
ORDER_000025,1,PROD_2673,SELLER_664,2024-06-11 20:13:33.415694,38.47,10.02
ORDER_000025,2,PROD_2815,SELLER_869,2024-06-12 20:13:33.415694,17.2,22.06
ORDER_000025,3,PROD_9088,SELLER_486,2024-06-12 20:13:33.415694,70.94,23.61
ORDER_000026,1,PROD_4923,SELLER_218,2025-08-02 20:13:33.416186,30.41,22.89
ORDER_000027,1,PROD_2524,SELLER_764,2023-09-26 20:13:33.417955,140.14,5.79
ORDER_000027,2,PROD_4709,SELLER_111,2023-09-30 20:13:33.417955,263.8,20.66
ORDER_000028,1,PROD_9835,SELLER_715,2024-04-24 20:13:33.418977,307.01,18.1
ORDER_000028,2,PROD_4276,SELLER_178,2024-04-28 20:13:33.418977,121.84,16.1
ORDER_000028,3,PROD_9584,SELLER_730,2024-04-26 20:13:33.418977,38.34,48.1
ORDER_000029,1,PROD_1025,SELLER_124,2023-12-22 20:13:33.420085,120.44,13.81
ORDER_000030,1,PROD_3606,SELLER_258,2024-09-01 20:13:33.421104,459.57,18.07
ORDER_000031,1,PROD_2946,SELLER_837,2023-10-07 20:13:33.421104,31.84,23.7
ORDER_000032,1,PROD_7474,SELLER_432,2025-01-09 20:13:33.422103,340.43,11.16
ORDER_000033,1,PROD_8160,SELLER_431,2024-03-18 20:13:33.423117,497.46,37.03
ORDER_000033,2,PROD_1619,SELLER_982,2024-03-15 20:13:33.423117,460.5,12.92
ORDER_000033,3,PROD_7593,SELLER_346,2024-03-21 20:13:33.423117,480.47,28.47
ORDER_000034,1,PROD_6973,SELLER_192,2025-04-05 20:13:33.423833,392.86,48.21
ORDER_000034,2,PROD_2636,SELLER_611,2025-04-04 20:13:33.423833,15.93,5.41
ORDER_000034,3,PROD_6722,SELLER_889,2025-04-04 20:13:33.423833,167.62,43.16
ORDER_000035,1,PROD_3176,SELLER_771,2025-03-25 20:13:33.423833,204.94,46.38
ORDER_000036,1,PROD_4674,SELLER_957,2023-12-23 20:13:33.425155,460.03,47.79
ORDER_000037,1,PROD_9345,SELLER_976,2024-11-21 20:13:33.425155,425.16,45.6
ORDER_000037,2,PROD_5200,SELLER_989,2024-11-18 20:13:33.425155,23.48,42.79
ORDER_000038,1,PROD_1699,SELLER_298,2024-01-23 20:13:33.426146,381.8,17.71
ORDER_000038,2,PROD_5557,SELLER_231,2024-01-23 20:13:33.426146,424.47,23.04
ORDER_000038,3,PROD_4180,SELLER_320,2024-01-24 20:13:33.426146,445.55,29.5
ORDER_000039,1,PROD_3468,SELLER_996,2024-02-15 20:13:33.427146,188.53,18.29
ORDER_000039,2,PROD_4607,SELLER_635,2024-02-16 20:13:33.427146,407.33,42.61
ORDER_000040,1,PROD_8997,SELLER_780,2024-11-10 20:13:33.427146,28.41,10.75
ORDER_000040,2,PROD_2380,SELLER_924,2024-11-09 20:13:33.427146,214.12,28.51
ORDER_000040,3,PROD_5307,SELLER_614,2024-11-04 20:13:33.427146,109.75,5.45
ORDER_000041,1,PROD_7680,SELLER_211,2025-07-14 20:13:33.428147,308.72,45.32
ORDER_000042,1,PROD_4273,SELLER_131,2024-08-06 20:13:33.429145,83.3,22.13
ORDER_000042,2,PROD_4551,SELLER_109,2024-08-10 20:13:33.429145,263.62,17.1
ORDER_000043,1,PROD_6310,SELLER_828,2024-04-03 20:13:33.429145,284.44,40.13
ORDER_000043,2,PROD_8361,SELLER_203,2024-04-07 20:13:33.429145,486.49,25.2
ORDER_000043,3,PROD_1166,SELLER_608,2024-04-09 20:13:33.429145,403.72,10.49
ORDER_000044,1,PROD_1174,SELLER_208,2025-04-06 20:13:33.430149,353.57,37.72
ORDER_000044,2,PROD_4171,SELLER_643,2025-04-03 20:13:33.430149,162.87,26.71
ORDER_000044,3,PROD_4490,SELLER_587,2025-03-31 20:13:33.430149,17.87,40.2
ORDER_000045,1,PROD_9112,SELLER_267,2024-11-24 20:13:33.430149,410.39,29.59
ORDER_000045,2,PROD_1389,SELLER_624,2024-11-24 20:13:33.430149,257.35,37.33
ORDER_000045,3,PROD_2481,SELLER_188,2024-11-25 20:13:33.430149,204.31,10.93
ORDER_000046,1,PROD_4277,SELLER_474,2025-05-18 20:13:33.431145,255.74,8.19
ORDER_000046,2,PROD_5595,SELLER_563,2025-05-23 20:13:33.431145,418.09,45.77
ORDER_000047,1,PROD_7043,SELLER_945,2025-05-02 20:13:33.431960,314.43,20.03
ORDER_000047,2,PROD_1049,SELLER_979,2025-05-06 20:13:33.431960,131.09,21.01
ORDER_000047,3,PROD_3606,SELLER_778,2025-05-01 20:13:33.431960,342.0,8.24
ORDER_000048,1,PROD_7361,SELLER_673,2025-01-16 20:13:33.432319,471.22,46.16
ORDER_000049,1,PROD_4802,SELLER_788,2024-10-07 20:13:33.432908,355.23,24.02
ORDER_000050,1,PROD_2518,SELLER_329,2024-07-31 20:13:33.433243,484.58,32.16
ORDER_000050,2,PROD_4554,SELLER_466,2024-07-29 20:13:33.433243,220.88,36.31
ORDER_000051,1,PROD_5195,SELLER_158,2024-07-02 20:13:33.433556,341.25,36.8
ORDER_000051,2,PROD_7409,SELLER_920,2024-07-06 20:13:33.433556,95.3,10.27
ORDER_000051,3,PROD_2813,SELLER_967,2024-07-02 20:13:33.433556,442.67,14.12
ORDER_000052,1,PROD_3093,SELLER_717,2024-06-01 20:13:33.434581,118.04,37.66
ORDER_000052,2,PROD_3101,SELLER_789,2024-05-29 20:13:33.434581,59.93,5.37
ORDER_000052,3,PROD_4676,SELLER_478,2024-06-04 20:13:33.434581,376.71,46.15
ORDER_000053,1,PROD_9560,SELLER_856,2024-12-20 20:13:33.436158,359.89,9.11
ORDER_000053,2,PROD_6694,SELLER_836,2024-12-22 20:13:33.436158,371.97,5.62
ORDER_000054,1,PROD_2629,SELLER_403,2024-10-30 20:13:33.437491,307.3,35.28
ORDER_000054,2,PROD_6283,SELLER_542,2024-10-31 20:13:33.437491,443.63,22.25
ORDER_000054,3,PROD_2014,SELLER_987,2024-10-31 20:13:33.437491,204.75,28.11
ORDER_000055,1,PROD_5744,SELLER_949,2024-04-23 20:13:33.438208,433.94,46.19
ORDER_000055,2,PROD_5458,SELLER_222,2024-04-21 20:13:33.438208,232.63,33.36
ORDER_000055,3,PROD_6738,SELLER_648,2024-04-17 20:13:33.438208,254.72,29.08
ORDER_000056,1,PROD_4074,SELLER_853,2025-02-23 20:13:33.438208,112.91,17.65
ORDER_000056,2,PROD_1644,SELLER_813,2025-02-19 20:13:33.438208,462.77,10.03
ORDER_000057,1,PROD_3330,SELLER_411,2024-12-26 20:13:33.439679,151.7,18.94
ORDER_000057,2,PROD_4927,SELLER_252,2024-12-26 20:13:33.439679,184.87,20.92
ORDER_000057,3,PROD_7121,SELLER_276,2024-12-26 20:13:33.439679,457.76,47.88
ORDER_000058,1,PROD_1086,SELLER_564,2025-05-20 20:13:33.440871,180.96,28.47
ORDER_000059,1,PROD_1596,SELLER_549,2024-05-23 20:13:33.442637,220.51,38.33
ORDER_000059,2,PROD_5384,SELLER_513,2024-05-19 20:13:33.442637,396.82,18.36
ORDER_000059,3,PROD_8117,SELLER_733,2024-05-21 20:13:33.442637,91.22,45.09
ORDER_000060,1,PROD_4453,SELLER_511,2023-10-22 20:13:33.443658,201.61,15.54
ORDER_000060,2,PROD_4005,SELLER_580,2023-10-17 20:13:33.443658,282.87,23.71
ORDER_000060,3,PROD_9640,SELLER_453,2023-10-17 20:13:33.443658,351.25,36.6
ORDER_000061,1,PROD_7160,SELLER_170,2025-04-04 20:13:33.444500,175.23,11.43
ORDER_000062,1,PROD_4904,SELLER_192,2024-08-05 20:13:33.445064,364.49,29.1
ORDER_000063,1,PROD_1658,SELLER_528,2024-01-01 20:13:33.445945,270.47,27.98
ORDER_000063,2,PROD_7801,SELLER_534,2023-12-31 20:13:33.445945,47.09,22.45
ORDER_000064,1,PROD_5177,SELLER_933,2023-11-15 20:13:33.446574,277.34,49.18
ORDER_000064,2,PROD_1002,SELLER_793,2023-11-17 20:13:33.446574,123.46,47.41
ORDER_000064,3,PROD_8739,SELLER_983,2023-11-11 20:13:33.446574,356.25,21.85
ORDER_000065,1,PROD_6255,SELLER_300,2025-06-22 20:13:33.446574,60.8,7.19
ORDER_000065,2,PROD_4792,SELLER_454,2025-06-22 20:13:33.446574,181.6,35.49
ORDER_000066,1,PROD_1990,SELLER_998,2025-01-24 20:13:33.447767,201.47,12.14
ORDER_000066,2,PROD_4645,SELLER_943,2025-01-25 20:13:33.447767,445.67,31.05
ORDER_000066,3,PROD_2629,SELLER_833,2025-01-20 20:13:33.447767,100.83,31.99
ORDER_000067,1,PROD_5334,SELLER_294,2023-08-25 20:13:33.448599,479.66,24.4
ORDER_000067,2,PROD_7111,SELLER_255,2023-08-24 20:13:33.448599,321.82,19.6
ORDER_000067,3,PROD_8957,SELLER_685,2023-08-26 20:13:33.448599,146.44,34.46
ORDER_000068,1,PROD_9960,SELLER_776,2024-06-13 20:13:33.449259,376.44,11.78
ORDER_000068,2,PROD_6710,SELLER_616,2024-06-15 20:13:33.449259,213.47,44.98
ORDER_000069,1,PROD_7033,SELLER_357,2023-10-06 20:13:33.450336,223.85,35.0
ORDER_000069,2,PROD_6669,SELLER_787,2023-10-02 20:13:33.450336,408.23,36.81
ORDER_000069,3,PROD_7623,SELLER_672,2023-10-01 20:13:33.450336,170.05,38.67
ORDER_000070,1,PROD_7644,SELLER_902,2024-12-14 20:13:33.451457,394.03,30.48
ORDER_000070,2,PROD_4504,SELLER_455,2024-12-15 20:13:33.451457,18.4,46.25
ORDER_000070,3,PROD_9706,SELLER_307,2024-12-13 20:13:33.451457,260.7,5.24
ORDER_000071,1,PROD_6395,SELLER_147,2025-04-18 20:13:33.453314,356.62,22.52
ORDER_000071,2,PROD_7838,SELLER_639,2025-04-20 20:13:33.453314,464.81,46.81
ORDER_000071,3,PROD_3827,SELLER_661,2025-04-19 20:13:33.453314,113.7,49.8
ORDER_000072,1,PROD_8031,SELLER_570,2025-05-02 20:13:33.453844,340.65,35.49
ORDER_000072,2,PROD_3904,SELLER_281,2025-05-03 20:13:33.453844,255.18,36.09
ORDER_000072,3,PROD_7336,SELLER_754,2025-05-05 20:13:33.453844,376.42,41.46
ORDER_000073,1,PROD_3690,SELLER_255,2024-07-18 20:13:33.455650,232.89,35.86
ORDER_000073,2,PROD_9996,SELLER_841,2024-07-12 20:13:33.455650,206.92,11.92
ORDER_000073,3,PROD_7055,SELLER_910,2024-07-16 20:13:33.455650,48.49,38.33
ORDER_000074,1,PROD_8212,SELLER_338,2023-11-05 20:13:33.455650,332.93,14.51
ORDER_000074,2,PROD_6630,SELLER_172,2023-10-31 20:13:33.455650,371.34,17.89
ORDER_000074,3,PROD_4294,SELLER_730,2023-11-06 20:13:33.455650,24.71,45.38
ORDER_000075,1,PROD_4135,SELLER_909,2024-11-30 20:13:33.456937,487.92,41.76
ORDER_000075,2,PROD_3411,SELLER_669,2024-11-29 20:13:33.456937,198.94,8.2
ORDER_000075,3,PROD_7628,SELLER_183,2024-11-30 20:13:33.456937,239.86,17.09
ORDER_000076,1,PROD_1861,SELLER_667,2023-11-26 20:13:33.458103,169.86,18.47
ORDER_000076,2,PROD_5131,SELLER_200,2023-11-25 20:13:33.458103,184.11,35.33
ORDER_000076,3,PROD_3430,SELLER_955,2023-11-27 20:13:33.458103,81.99,20.42
ORDER_000077,1,PROD_2447,SELLER_227,2024-05-12 20:13:33.459108,77.2,31.13
ORDER_000077,2,PROD_6462,SELLER_244,2024-05-05 20:13:33.459108,11.54,12.84
ORDER_000078,1,PROD_9080,SELLER_498,2025-05-11 20:13:33.460096,291.4,35.02
ORDER_000079,1,PROD_1446,SELLER_943,2023-10-15 20:13:33.460096,249.8,38.37
ORDER_000079,2,PROD_5143,SELLER_117,2023-10-16 20:13:33.460096,332.46,10.27
ORDER_000079,3,PROD_3535,SELLER_976,2023-10-10 20:13:33.460096,232.46,39.31
ORDER_000080,1,PROD_2574,SELLER_171,2025-01-10 20:13:33.461678,325.93,15.34
ORDER_000080,2,PROD_2445,SELLER_219,2025-01-06 20:13:33.461678,334.22,11.36
ORDER_000081,1,PROD_5482,SELLER_867,2024-12-25 20:13:33.462470,80.07,21.85
ORDER_000081,2,PROD_8869,SELLER_407,2025-01-02 20:13:33.462470,424.11,40.82
ORDER_000081,3,PROD_4558,SELLER_482,2024-12-30 20:13:33.462470,118.05,14.82
ORDER_000082,1,PROD_1910,SELLER_372,2024-08-03 20:13:33.463027,84.5,25.62
ORDER_000083,1,PROD_1886,SELLER_101,2023-10-08 20:13:33.463027,388.53,36.61
ORDER_000084,1,PROD_2647,SELLER_666,2023-08-28 20:13:33.464211,415.5,12.68
ORDER_000085,1,PROD_5512,SELLER_924,2024-05-12 20:13:33.464211,34.62,6.57
ORDER_000085,2,PROD_3786,SELLER_942,2024-05-10 20:13:33.464211,421.2,12.23
ORDER_000085,3,PROD_4308,SELLER_171,2024-05-09 20:13:33.464211,174.64,25.96
ORDER_000086,1,PROD_5485,SELLER_441,2025-04-03 20:13:33.465210,287.23,46.81
ORDER_000087,1,PROD_8282,SELLER_549,2023-12-21 20:13:33.465210,124.87,20.53
ORDER_000088,1,PROD_1307,SELLER_669,2025-07-22 20:13:33.465210,457.34,20.29
ORDER_000088,2,PROD_7226,SELLER_285,2025-07-24 20:13:33.465210,179.97,24.6
ORDER_000089,1,PROD_7513,SELLER_591,2023-10-01 20:13:33.466487,492.57,47.25
ORDER_000090,1,PROD_2096,SELLER_381,2024-08-20 20:13:33.466487,102.8,5.23
ORDER_000090,2,PROD_6314,SELLER_382,2024-08-17 20:13:33.466487,96.82,18.24
ORDER_000090,3,PROD_7305,SELLER_450,2024-08-18 20:13:33.466487,236.57,43.92
ORDER_000091,1,PROD_6552,SELLER_727,2025-04-06 20:13:33.466487,100.47,20.39
ORDER_000092,1,PROD_8279,SELLER_463,2024-11-04 20:13:33.467514,201.16,20.98
ORDER_000093,1,PROD_8347,SELLER_811,2025-05-26 20:13:33.467514,211.32,30.23
ORDER_000093,2,PROD_2716,SELLER_410,2025-05-24 20:13:33.467514,402.48,9.7
ORDER_000093,3,PROD_1584,SELLER_670,2025-05-21 20:13:33.467514,490.48,14.66
ORDER_000094,1,PROD_8036,SELLER_537,2025-07-28 20:13:33.468494,288.31,18.34
ORDER_000094,2,PROD_7686,SELLER_663,2025-07-28 20:13:33.468494,485.16,24.41
ORDER_000095,1,PROD_5500,SELLER_434,2024-01-09 20:13:33.468494,293.04,21.16
ORDER_000096,1,PROD_5591,SELLER_689,2023-12-22 20:13:33.469428,112.44,8.81
ORDER_000097,1,PROD_8984,SELLER_506,2025-06-16 20:13:33.470554,145.12,14.19
ORDER_000098,1,PROD_5621,SELLER_561,2025-07-30 20:13:33.470942,485.86,30.3
ORDER_000098,2,PROD_8658,SELLER_850,2025-07-26 20:13:33.470942,67.02,32.58
ORDER_000098,3,PROD_9095,SELLER_221,2025-07-31 20:13:33.470942,327.64,15.42
ORDER_000099,1,PROD_4907,SELLER_907,2025-07-03 20:13:33.470942,146.27,14.76
ORDER_000099,2,PROD_6313,SELLER_386,2025-07-02 20:13:33.470942,117.84,28.32
ORDER_000100,1,PROD_3418,SELLER_202,2025-04-13 20:13:33.470942,444.23,47.04
ORDER_000101,1,PROD_7316,SELLER_762,2024-05-22 20:13:33.472099,368.43,42.1
ORDER_000102,1,PROD_1607,SELLER_556,2023-11-28 20:13:33.472099,423.66,26.78
ORDER_000102,2,PROD_4962,SELLER_546,2023-11-26 20:13:33.472099,290.79,19.63
ORDER_000103,1,PROD_1972,SELLER_862,2024-07-01 20:13:33.474101,197.3,32.87
ORDER_000104,1,PROD_2106,SELLER_224,2024-07-26 20:13:33.475105,159.2,13.91
ORDER_000104,2,PROD_3971,SELLER_336,2024-07-29 20:13:33.475105,253.48,46.26
ORDER_000105,1,PROD_2048,SELLER_433,2024-08-18 20:13:33.476099,202.62,9.51
ORDER_000106,1,PROD_4792,SELLER_547,2025-04-26 20:13:33.476099,419.12,48.86
ORDER_000106,2,PROD_6450,SELLER_883,2025-04-25 20:13:33.476099,27.61,46.71
ORDER_000106,3,PROD_2881,SELLER_755,2025-04-30 20:13:33.476099,202.52,6.29
ORDER_000107,1,PROD_5686,SELLER_171,2024-10-31 20:13:33.477099,40.32,29.09
ORDER_000107,2,PROD_8143,SELLER_991,2024-10-25 20:13:33.477099,193.61,29.74
ORDER_000108,1,PROD_7543,SELLER_881,2025-06-23 20:13:33.477099,56.73,25.25
ORDER_000109,1,PROD_5713,SELLER_120,2025-02-24 20:13:33.477813,349.96,29.87
ORDER_000109,2,PROD_5933,SELLER_930,2025-02-23 20:13:33.477813,456.29,29.63
ORDER_000109,3,PROD_8108,SELLER_967,2025-02-22 20:13:33.477813,210.14,35.59
ORDER_000110,1,PROD_7382,SELLER_434,2025-01-18 20:13:33.478405,64.46,34.16
ORDER_000111,1,PROD_1277,SELLER_935,2025-03-25 20:13:33.478405,331.63,29.08
ORDER_000112,1,PROD_6308,SELLER_514,2023-11-11 20:13:33.478405,182.38,39.28
ORDER_000112,2,PROD_2907,SELLER_237,2023-11-10 20:13:33.478405,239.16,32.87
ORDER_000113,1,PROD_9497,SELLER_706,2024-06-22 20:13:33.478405,391.96,5.73
ORDER_000113,2,PROD_5654,SELLER_280,2024-06-28 20:13:33.478405,251.19,13.78
ORDER_000113,3,PROD_7553,SELLER_395,2024-06-23 20:13:33.478405,305.21,28.02
ORDER_000114,1,PROD_3077,SELLER_695,2025-03-06 20:13:33.479371,301.18,32.14
ORDER_000114,2,PROD_9635,SELLER_397,2025-03-08 20:13:33.479371,386.6,15.18
ORDER_000115,1,PROD_6672,SELLER_435,2024-08-24 20:13:33.479880,69.78,36.56
ORDER_000116,1,PROD_4809,SELLER_787,2025-03-15 20:13:33.479880,23.64,33.02
ORDER_000117,1,PROD_4977,SELLER_721,2024-08-02 20:13:33.479880,91.29,6.11
ORDER_000118,1,PROD_5535,SELLER_828,2023-10-31 20:13:33.479880,360.21,18.2
ORDER_000118,2,PROD_9386,SELLER_762,2023-11-04 20:13:33.479880,343.02,47.57
ORDER_000119,1,PROD_8148,SELLER_698,2024-05-30 20:13:33.479880,367.1,19.56
ORDER_000119,2,PROD_9872,SELLER_409,2024-05-25 20:13:33.479880,75.94,9.25
ORDER_000119,3,PROD_1615,SELLER_867,2024-05-24 20:13:33.479880,60.68,23.09
ORDER_000120,1,PROD_7394,SELLER_823,2024-12-19 20:13:33.479880,55.13,41.69
ORDER_000120,2,PROD_8774,SELLER_889,2024-12-18 20:13:33.479880,262.09,8.83
ORDER_000121,1,PROD_5042,SELLER_153,2024-03-31 20:13:33.481047,416.56,48.96
ORDER_000121,2,PROD_8604,SELLER_210,2024-03-29 20:13:33.481047,295.53,41.56
ORDER_000121,3,PROD_5103,SELLER_128,2024-03-31 20:13:33.481047,249.63,43.68
ORDER_000122,1,PROD_9844,SELLER_287,2025-01-27 20:13:33.482044,367.82,32.86
ORDER_000122,2,PROD_6162,SELLER_310,2025-01-26 20:13:33.482044,160.69,27.14
ORDER_000123,1,PROD_5306,SELLER_851,2025-02-06 20:13:33.483050,146.14,39.72
ORDER_000123,2,PROD_2802,SELLER_765,2025-02-05 20:13:33.483050,296.94,29.5
ORDER_000123,3,PROD_1941,SELLER_983,2025-02-05 20:13:33.483050,254.08,36.02
ORDER_000124,1,PROD_5362,SELLER_458,2024-08-18 20:13:33.483050,367.81,21.42
ORDER_000124,2,PROD_9106,SELLER_662,2024-08-19 20:13:33.483050,353.21,39.67
ORDER_000124,3,PROD_2912,SELLER_368,2024-08-23 20:13:33.483050,20.26,19.21
ORDER_000125,1,PROD_8382,SELLER_528,2024-08-09 20:13:33.483050,341.29,18.83
ORDER_000125,2,PROD_5633,SELLER_153,2024-08-05 20:13:33.483050,296.43,48.62
ORDER_000125,3,PROD_9989,SELLER_447,2024-08-03 20:13:33.483050,257.91,12.29
ORDER_000126,1,PROD_7719,SELLER_345,2024-07-04 20:13:33.484052,10.09,32.63
ORDER_000127,1,PROD_7106,SELLER_919,2024-03-18 20:13:33.484052,138.61,28.64
ORDER_000127,2,PROD_2539,SELLER_743,2024-03-23 20:13:33.484052,89.64,35.4
ORDER_000128,1,PROD_3339,SELLER_855,2023-08-28 20:13:33.485043,292.72,20.55
ORDER_000129,1,PROD_5399,SELLER_138,2023-11-08 20:13:33.485043,301.88,8.63
ORDER_000129,2,PROD_6185,SELLER_207,2023-11-03 20:13:33.485043,108.38,19.18
ORDER_000129,3,PROD_7396,SELLER_356,2023-11-06 20:13:33.485043,160.42,13.78
ORDER_000130,1,PROD_3080,SELLER_328,2025-07-11 20:13:33.485043,497.86,5.47
ORDER_000130,2,PROD_1404,SELLER_943,2025-07-12 20:13:33.485043,20.81,49.21
ORDER_000131,1,PROD_1421,SELLER_520,2024-02-25 20:13:33.486043,67.06,10.72
ORDER_000131,2,PROD_5675,SELLER_990,2024-02-26 20:13:33.486043,33.7,41.92
ORDER_000131,3,PROD_2473,SELLER_271,2024-03-01 20:13:33.486043,183.02,40.99
ORDER_000132,1,PROD_7559,SELLER_552,2025-04-03 20:13:33.486043,244.38,5.95
ORDER_000132,2,PROD_2353,SELLER_350,2025-04-03 20:13:33.486043,384.21,28.55
ORDER_000132,3,PROD_6506,SELLER_438,2025-03-30 20:13:33.486043,49.25,24.88
ORDER_000133,1,PROD_1556,SELLER_235,2024-03-25 20:13:33.486043,105.14,26.35
ORDER_000133,2,PROD_7477,SELLER_432,2024-03-23 20:13:33.486043,497.35,14.08
ORDER_000133,3,PROD_5321,SELLER_524,2024-03-24 20:13:33.486043,459.6,40.0
ORDER_000134,1,PROD_1305,SELLER_111,2024-07-15 20:13:33.486043,232.6,25.32
ORDER_000134,2,PROD_4917,SELLER_519,2024-07-15 20:13:33.486043,400.28,39.05
ORDER_000134,3,PROD_6649,SELLER_289,2024-07-08 20:13:33.486043,494.86,35.79
ORDER_000135,1,PROD_9514,SELLER_617,2025-05-26 20:13:33.487039,96.77,9.43
ORDER_000136,1,PROD_5041,SELLER_912,2024-06-14 20:13:33.487039,97.73,40.89
ORDER_000137,1,PROD_5658,SELLER_986,2025-05-05 20:13:33.487627,346.77,48.27
ORDER_000137,2,PROD_7219,SELLER_538,2025-04-30 20:13:33.487627,18.17,13.76
ORDER_000137,3,PROD_4197,SELLER_276,2025-05-04 20:13:33.487627,265.72,8.06
ORDER_000138,1,PROD_5539,SELLER_784,2024-07-12 20:13:33.487627,76.26,35.4
ORDER_000138,2,PROD_3841,SELLER_843,2024-07-09 20:13:33.487627,367.78,30.73
ORDER_000139,1,PROD_1490,SELLER_757,2024-04-23 20:13:33.487627,215.01,21.1
ORDER_000139,2,PROD_6014,SELLER_958,2024-04-18 20:13:33.487627,89.11,26.23
ORDER_000139,3,PROD_6254,SELLER_149,2024-04-20 20:13:33.487627,415.47,16.45
ORDER_000140,1,PROD_9219,SELLER_636,2024-03-05 20:13:33.487627,138.05,23.86
ORDER_000140,2,PROD_3597,SELLER_174,2024-03-05 20:13:33.487627,253.16,17.85
