customer_id,age,gender,city,customer_type,registration_date
49,39,Male,Los Angeles,Regular,2025-07-03 18:59:59.593908
50,18,Male,Philadelphia,Regular,2025-08-08 18:59:59.593908
51,38,Male,Los Angeles,Premium,2025-02-07 18:59:59.593908
52,30,Male,Columbus,Wholesale,2024-04-15 18:59:59.593908
53,26,Female,Jacksonville,Regular,2025-06-14 18:59:59.593908
54,42,Male,Phoenix,Regular,2024-06-27 18:59:59.593908
55,47,Female,Jacksonville,VIP,2024-10-09 18:59:59.593908
56,46,Female,Columbus,Premium,2024-07-30 18:59:59.593908
57,24,Male,San Antonio,New,2022-08-18 18:59:59.593908
58,31,Female,Boston,New,2025-05-28 18:59:59.593908
59,38,Female,Denver,New,2025-03-23 18:59:59.593908
60,46,Male,Denver,New,2022-08-18 18:59:59.593908
61,29,Male,Houston,Regular,2024-07-12 18:59:59.593908
62,32,Male,Indianapolis,New,2025-06-24 18:59:59.593908
63,21,Male,Fort Worth,Regular,2024-03-14 18:59:59.593908
64,20,Male,San Jose,Regular,2025-06-24 18:59:59.593908
65,44,Female,Charlotte,Regular,2024-04-27 18:59:59.593908
66,51,Female,New York,Premium,2024-11-11 18:59:59.593908
67,34,Male,San Antonio,Premium,2025-04-15 18:59:59.593908
68,47,Male,Los Angeles,New,2024-04-14 18:59:59.593908
69,39,Male,Philadelphia,New,2025-04-07 18:59:59.593908
70,27,Male,Chicago,VIP,2024-10-11 18:59:59.593908
71,39,Male,Columbus,Regular,2022-08-18 18:59:59.593908
72,53,Male,Charlotte,Premium,2023-09-08 18:59:59.593908
73,34,Male,Austin,Regular,2024-12-07 18:59:59.593908
74,53,Male,Fort Worth,Regular,2024-07-21 18:59:59.593908
75,18,Male,Philadelphia,Regular,2025-04-05 18:59:59.593908
76,44,Male,Boston,Premium,2025-02-11 18:59:59.593908
77,36,Male,Los Angeles,Premium,2025-08-12 18:59:59.593908
78,31,Male,Seattle,New,2025-08-05 18:59:59.593908
79,36,Male,Boston,New,2025-05-05 18:59:59.593908
80,18,Female,Fort Worth,New,2025-05-22 18:59:59.593908
81,32,Female,Columbus,Wholesale,2025-05-21 18:59:59.593908
82,39,Male,Seattle,Regular,2024-05-09 18:59:59.593908
83,52,Male,San Diego,Regular,2022-08-18 18:59:59.593908
84,28,Male,Jacksonville,Premium,2025-07-19 18:59:59.593908
85,25,Male,Philadelphia,Regular,2025-06-18 18:59:59.593908
86,28,Male,Denver,Regular,2023-10-03 18:59:59.593908
87,45,Male,Chicago,Regular,2025-01-07 18:59:59.593908
88,38,Male,Los Angeles,Regular,2022-08-18 18:59:59.593908
89,28,Female,Indianapolis,New,2024-11-28 18:59:59.593908
90,41,Female,San Antonio,New,2025-06-29 18:59:59.593908
91,36,Female,Fort Worth,Regular,2024-12-03 18:59:59.593908
92,46,Female,Columbus,New,2025-06-18 18:59:59.593908
93,26,Male,San Jose,Regular,2025-06-24 18:59:59.593908
94,31,Female,Boston,Premium,2025-04-23 18:59:59.593908
95,30,Male,Philadelphia,New,2022-08-18 18:59:59.593908
96,18,Female,San Jose,VIP,2025-05-30 18:59:59.593908
97,38,Female,San Antonio,New,2024-06-01 18:59:59.593908
98,38,Male,Chicago,Regular,2024-01-28 18:59:59.593908
99,35,Female,Jacksonville,Regular,2024-02-15 18:59:59.593908
100,32,Male,Charlotte,New,2024-03-28 18:59:59.593908
101,18,Male,Denver,Regular,2024-12-30 18:59:59.593908
102,29,Female,Austin,Regular,2025-02-12 18:59:59.593908
103,30,Male,Fort Worth,Regular,2022-11-24 18:59:59.593908
104,25,Female,Indianapolis,Regular,2024-10-04 18:59:59.593908
105,33,Male,Boston,Regular,2024-07-28 18:59:59.593908
106,39,Male,Austin,New,2025-04-19 18:59:59.593908
107,57,Female,San Antonio,New,2025-04-03 18:59:59.593908
108,37,Female,Phoenix,New,2025-07-19 18:59:59.593908
109,38,Male,Los Angeles,New,2023-12-10 18:59:59.593908
110,34,Male,New York,New,2023-07-28 18:59:59.593908
111,18,Female,Denver,Regular,2025-05-22 18:59:59.593908
112,34,Female,Phoenix,Premium,2024-03-04 18:59:59.593908
113,35,Male,San Antonio,Regular,2024-10-08 18:59:59.593908
114,64,Female,San Diego,Wholesale,2024-10-05 18:59:59.593908
115,32,Female,Chicago,Regular,2025-08-04 18:59:59.593908
116,38,Male,San Antonio,New,2024-12-05 18:59:59.593908
117,34,Male,Los Angeles,New,2024-02-03 18:59:59.593908
118,20,Male,Austin,New,2025-04-12 18:59:59.593908
119,48,Female,San Francisco,Regular,2025-08-17 18:59:59.593908
120,44,Female,New York,New,2025-02-17 18:59:59.593908
121,44,Female,Charlotte,VIP,2024-04-29 18:59:59.593908
122,24,Female,Boston,Premium,2024-01-20 18:59:59.593908
123,51,Female,Denver,VIP,2025-05-05 18:59:59.593908
124,18,Male,San Antonio,Regular,2025-03-17 18:59:59.593908
125,42,Male,Los Angeles,Regular,2025-07-28 18:59:59.593908
126,61,Male,Phoenix,New,2025-06-20 18:59:59.593908
127,23,Other,Charlotte,New,2025-03-13 18:59:59.593908
128,28,Female,Houston,VIP,2025-05-11 18:59:59.593908
129,36,Female,Jacksonville,New,2025-06-27 18:59:59.593908
130,28,Male,Charlotte,New,2025-06-24 18:59:59.593908
131,18,Female,San Jose,Regular,2025-03-03 18:59:59.593908
132,35,Male,Charlotte,Regular,2025-03-11 18:59:59.593908
133,22,Female,Seattle,Premium,2025-04-22 18:59:59.593908
134,40,Male,Jacksonville,Regular,2025-04-05 18:59:59.593908
135,23,Male,Fort Worth,New,2022-08-18 18:59:59.593908
136,53,Male,Fort Worth,Regular,2025-04-22 18:59:59.593908
137,25,Female,Jacksonville,Regular,2025-07-01 18:59:59.593908
138,31,Female,Denver,New,2025-05-25 18:59:59.593908
139,44,Male,Columbus,VIP,2023-06-14 18:59:59.593908
140,20,Female,San Jose,New,2024-06-29 18:59:59.593908
141,37,Female,Fort Worth,VIP,2025-05-16 18:59:59.593908
142,50,Female,San Francisco,New,2025-05-01 18:59:59.593908
143,18,Female,Columbus,New,2025-08-12 18:59:59.593908
144,37,Male,Philadelphia,New,2025-04-08 18:59:59.593908
145,38,Female,Houston,Regular,2022-08-18 18:59:59.593908
146,44,Male,Seattle,Regular,2024-10-01 18:59:59.593908
147,20,Male,San Jose,Regular,2024-12-26 18:59:59.593908
148,19,Female,Chicago,Regular,2023-08-30 18:59:59.593908
149,41,Male,Columbus,Regular,2023-10-17 18:59:59.593908
150,38,Female,Indianapolis,New,2025-04-03 18:59:59.593908
151,38,Male,Los Angeles,Regular,2023-11-23 18:59:59.593908
152,39,Male,Indianapolis,VIP,2025-07-03 18:59:59.593908
153,26,Female,New York,Regular,2023-03-07 18:59:59.593908
154,37,Female,San Francisco,Regular,2022-08-18 18:59:59.593908
155,38,Female,New York,Premium,2025-01-15 18:59:59.593908
156,26,Male,San Jose,Premium,2024-07-21 18:59:59.593908
157,57,Female,Phoenix,Regular,2022-08-18 18:59:59.593908
158,40,Male,San Francisco,VIP,2024-06-18 18:59:59.593908
159,20,Male,Los Angeles,Regular,2024-01-24 18:59:59.593908
160,42,Female,Columbus,Regular,2025-05-22 18:59:59.593908
161,23,Female,Jacksonville,Regular,2025-08-07 18:59:59.593908
162,44,Male,Austin,Premium,2025-01-11 18:59:59.593908
163,48,Male,Dallas,Regular,2022-11-06 18:59:59.593908
164,25,Female,Seattle,Regular,2025-07-15 18:59:59.593908
165,46,Female,San Francisco,Regular,2025-05-27 18:59:59.593908
166,39,Male,Austin,VIP,2025-03-28 18:59:59.593908
167,44,Female,San Diego,New,2025-04-26 18:59:59.593908
168,57,Male,Chicago,Premium,2025-05-21 18:59:59.593908
169,32,Male,Denver,Regular,2025-05-24 18:59:59.593908
170,25,Male,San Francisco,Regular,2025-04-19 18:59:59.593908
171,24,Male,San Diego,Regular,2023-11-08 18:59:59.593908
172,25,Male,Jacksonville,Regular,2022-08-18 18:59:59.593908
173,34,Male,Denver,Regular,2024-08-19 18:59:59.593908
174,39,Male,Columbus,Regular,2025-06-08 18:59:59.593908
175,38,Female,Chicago,New,2025-08-14 18:59:59.593908
176,44,Female,Jacksonville,VIP,2023-07-28 18:59:59.593908
177,35,Male,Seattle,Regular,2025-04-27 18:59:59.593908
178,52,Male,Fort Worth,VIP,2025-06-25 18:59:59.593908
179,31,Male,Seattle,Regular,2025-04-03 18:59:59.593908
180,67,Female,Philadelphia,VIP,2025-05-31 18:59:59.593908
181,42,Female,Philadelphia,Regular,2024-02-01 18:59:59.593908
182,24,Female,Fort Worth,Premium,2025-04-30 18:59:59.593908
183,22,Male,San Antonio,Regular,2024-09-15 18:59:59.593908
184,40,Male,Houston,Premium,2024-10-03 18:59:59.593908
185,32,Male,San Antonio,Regular,2025-03-01 18:59:59.593908
186,43,Male,San Francisco,New,2025-07-22 18:59:59.593908
187,40,Female,Jacksonville,Regular,2024-10-20 18:59:59.593908
188,34,Female,Chicago,New,2022-08-18 18:59:59.593908
189,24,Female,Los Angeles,Regular,2025-04-26 18:59:59.593908
190,18,Female,Chicago,New,2024-06-30 18:59:59.593908
191,29,Male,Phoenix,New,2025-06-25 18:59:59.593908
192,45,Female,Austin,New,2024-11-03 18:59:59.593908
193,37,Female,Seattle,VIP,2024-04-02 18:59:59.593908
194,20,Male,San Antonio,New,2025-08-03 18:59:59.593908
195,37,Female,Los Angeles,Regular,2023-11-22 18:59:59.593908
196,39,Female,San Diego,Wholesale,2025-06-29 18:59:59.593908
197,24,Male,New York,Premium,2025-01-19 18:59:59.593908
198,36,Male,Boston,Premium,2025-03-01 18:59:59.593908
199,35,Male,San Francisco,New,2025-01-31 18:59:59.593908
200,21,Male,Charlotte,New,2024-08-20 18:59:59.593908
201,39,Male,Chicago,New,2024-10-23 18:59:59.593908
202,41,Female,Seattle,Regular,2024-06-02 18:59:59.593908
203,47,Female,Los Angeles,Regular,2024-09-22 18:59:59.593908
204,47,Male,Phoenix,Wholesale,2024-11-21 18:59:59.593908
205,18,Male,Charlotte,Regular,2024-05-23 18:59:59.593908
206,23,Female,San Antonio,New,2024-09-13 18:59:59.593908
207,41,Male,Indianapolis,New,2024-02-27 18:59:59.593908
208,41,Male,Philadelphia,New,2025-04-09 18:59:59.593908
209,41,Female,San Jose,Regular,2025-01-21 18:59:59.593908
210,80,Male,Austin,Regular,2025-08-14 18:59:59.593908
211,41,Female,Fort Worth,Regular,2025-07-11 18:59:59.593908
212,48,Male,Houston,Regular,2024-12-13 18:59:59.593908
213,46,Female,New York,New,2025-08-01 18:59:59.593908
214,42,Female,Austin,New,2025-04-03 18:59:59.593908
215,31,Other,Austin,New,2024-08-21 18:59:59.593908
216,44,Female,Houston,New,2023-11-22 18:59:59.593908
217,25,Male,Philadelphia,New,2023-08-23 18:59:59.593908
218,32,Male,San Antonio,Regular,2024-05-09 18:59:59.593908
219,29,Male,San Jose,Regular,2024-12-02 18:59:59.593908
220,35,Female,Phoenix,Regular,2024-05-06 18:59:59.593908
221,62,Female,Chicago,Premium,2023-12-19 18:59:59.593908
222,18,Female,San Francisco,Premium,2022-08-18 18:59:59.593908
223,43,Male,Dallas,Premium,2025-05-29 18:59:59.593908
224,18,Male,Columbus,Regular,2025-07-05 18:59:59.593908
225,29,Male,New York,Regular,2025-03-13 18:59:59.593908
226,48,Female,Los Angeles,New,2025-08-08 18:59:59.593908
227,35,Male,Seattle,New,2025-07-24 18:59:59.593908
228,22,Male,Dallas,Regular,2024-10-23 18:59:59.593908
229,26,Female,Philadelphia,Regular,2024-11-07 18:59:59.593908
230,43,Male,Philadelphia,Regular,2025-05-23 18:59:59.593908
231,26,Male,Phoenix,New,2025-03-15 18:59:59.593908
232,37,Male,Indianapolis,New,2022-09-12 18:59:59.593908
233,35,Female,Indianapolis,New,2025-07-21 18:59:59.593908
234,27,Female,San Diego,Regular,2025-06-08 18:59:59.593908
235,60,Male,Columbus,Premium,2023-05-03 18:59:59.593908
236,42,Male,San Antonio,VIP,2024-04-25 18:59:59.593908
237,18,Female,Boston,New,2024-04-11 18:59:59.593908
238,37,Female,San Antonio,Regular,2023-05-31 18:59:59.593908
239,27,Male,Boston,Regular,2023-10-30 18:59:59.593908
240,45,Female,Dallas,VIP,2024-08-03 18:59:59.593908
241,25,Female,Los Angeles,New,2023-07-13 18:59:59.593908
242,33,Female,Philadelphia,Premium,2025-07-23 18:59:59.593908
243,41,Female,Chicago,VIP,2025-05-07 18:59:59.593908
244,45,Male,Philadelphia,Premium,2025-07-13 18:59:59.593908
245,20,Female,Seattle,New,2025-08-04 18:59:59.593908
246,30,Male,Dallas,Premium,2025-07-20 18:59:59.593908
247,29,Female,Boston,Premium,2025-03-17 18:59:59.593908
248,27,Female,New York,New,2025-06-13 18:59:59.593908
249,56,Female,Fort Worth,Regular,2024-11-21 18:59:59.593908
250,39,Male,San Francisco,Premium,2025-08-09 18:59:59.593908
251,19,Female,Denver,New,2024-07-26 18:59:59.593908
252,46,Female,Seattle,Regular,2022-08-18 18:59:59.593908
253,60,Male,New York,Regular,2024-08-15 18:59:59.593908
254,47,Male,Dallas,Regular,2025-08-08 18:59:59.593908
255,18,Male,Seattle,New,2023-10-11 18:59:59.593908
256,29,Female,Boston,Regular,2025-07-25 18:59:59.593908
257,50,Male,Boston,Regular,2025-06-24 18:59:59.593908
258,26,Male,San Francisco,Premium,2023-09-21 18:59:59.593908
259,40,Male,Phoenix,Wholesale,2024-02-20 18:59:59.593908
260,44,Female,San Francisco,Premium,2024-05-21 18:59:59.593908
261,23,Female,Austin,New,2025-01-22 18:59:59.593908
262,34,Male,Los Angeles,Regular,2025-02-21 18:59:59.593908
263,18,Female,Columbus,Premium,2023-06-06 18:59:59.593908
264,22,Female,Boston,New,2024-12-01 18:59:59.593908
265,31,Male,San Antonio,New,2025-04-17 18:59:59.593908
266,20,Male,Fort Worth,Premium,2024-12-22 18:59:59.593908
267,54,Female,Phoenix,New,2024-06-13 18:59:59.593908
268,18,Female,Fort Worth,Regular,2024-07-19 18:59:59.593908
269,29,Male,San Jose,Premium,2025-07-15 18:59:59.593908
270,36,Female,Philadelphia,New,2025-01-25 18:59:59.593908
271,52,Male,San Francisco,Regular,2023-01-20 18:59:59.593908
272,18,Female,Charlotte,Regular,2024-12-26 18:59:59.593908
273,48,Female,Charlotte,Regular,2025-07-02 18:59:59.593908
274,35,Female,Houston,Regular,2024-10-25 18:59:59.593908
275,23,Male,San Jose,New,2023-08-22 18:59:59.593908
276,40,Female,Dallas,Regular,2024-04-05 18:59:59.593908
277,37,Female,Jacksonville,New,2025-03-04 18:59:59.593908
278,27,Female,Austin,VIP,2022-09-13 18:59:59.593908
279,35,Male,San Diego,Regular,2025-07-22 18:59:59.593908
280,30,Male,Indianapolis,Regular,2025-02-04 18:59:59.593908
281,36,Other,Charlotte,Premium,2025-02-24 18:59:59.593908
282,42,Female,Chicago,Regular,2024-12-06 18:59:59.593908
283,54,Male,San Diego,Regular,2025-07-16 18:59:59.593908
284,20,Male,Jacksonville,Regular,2024-06-07 18:59:59.593908
285,60,Male,Austin,Premium,2024-01-09 18:59:59.593908
286,18,Male,Denver,Regular,2025-04-05 18:59:59.593908
287,33,Male,Jacksonville,Premium,2024-04-09 18:59:59.593908
288,42,Male,Austin,Regular,2025-05-31 18:59:59.593908
289,38,Female,San Antonio,Regular,2025-07-11 18:59:59.593908
290,27,Male,Philadelphia,New,2023-07-31 18:59:59.593908
291,32,Other,San Jose,New,2024-09-21 18:59:59.593908
292,29,Female,Philadelphia,Regular,2025-07-09 18:59:59.593908
293,27,Male,Boston,VIP,2024-08-28 18:59:59.593908
294,45,Female,Columbus,Premium,2025-01-17 18:59:59.593908
295,39,Female,Columbus,Regular,2024-07-13 18:59:59.593908
296,26,Male,Charlotte,New,2024-05-10 18:59:59.593908
297,45,Female,Seattle,New,2024-10-02 18:59:59.593908
298,38,Male,Los Angeles,New,2025-04-09 18:59:59.593908
299,44,Female,San Antonio,New,2025-06-02 18:59:59.593908
300,42,Female,Chicago,Premium,2025-02-17 18:59:59.593908
301,25,Male,San Jose,Premium,2024-09-06 18:59:59.593908
302,28,Male,Chicago,Regular,2025-08-15 18:59:59.593908
303,43,Female,Austin,New,2024-08-11 18:59:59.593908
304,42,Male,Austin,New,2024-07-12 18:59:59.593908
305,34,Male,Fort Worth,New,2023-03-08 18:59:59.593908
306,36,Female,Columbus,New,2024-12-29 18:59:59.593908
307,50,Female,Boston,New,2024-11-17 18:59:59.593908
308,27,Male,Denver,VIP,2024-11-06 18:59:59.593908
309,41,Female,Philadelphia,New,2023-05-20 18:59:59.593908
310,32,Male,Columbus,New,2024-02-15 18:59:59.593908
311,32,Female,Indianapolis,Regular,2025-01-30 18:59:59.593908
312,48,Female,Austin,VIP,2025-04-04 18:59:59.593908
313,44,Female,Columbus,Premium,2025-07-16 18:59:59.593908
314,44,Female,New York,Premium,2024-03-03 18:59:59.593908
315,50,Male,San Francisco,Regular,2024-07-03 18:59:59.593908
316,35,Female,San Diego,Regular,2025-04-25 18:59:59.593908
317,43,Female,Dallas,Premium,2024-11-29 18:59:59.593908
318,31,Female,Denver,VIP,2024-03-07 18:59:59.593908
319,38,Male,Phoenix,New,2025-08-13 18:59:59.593908
320,33,Female,Philadelphia,New,2024-09-05 18:59:59.593908
321,36,Female,Denver,Regular,2025-04-13 18:59:59.593908
322,42,Female,Austin,Regular,2025-02-14 18:59:59.593908
323,25,Female,Columbus,Regular,2024-08-12 18:59:59.593908
324,60,Female,San Diego,Regular,2024-01-12 18:59:59.593908
325,22,Male,Charlotte,New,2022-08-18 18:59:59.593908
326,20,Male,Denver,New,2024-09-29 18:59:59.593908
327,48,Female,Dallas,Premium,2025-03-27 18:59:59.593908
328,44,Male,Fort Worth,New,2025-04-25 18:59:59.593908
329,42,Female,San Jose,Premium,2024-05-05 18:59:59.593908
330,42,Male,San Antonio,Wholesale,2024-09-25 18:59:59.593908
331,34,Male,Austin,Regular,2024-05-28 18:59:59.593908
332,24,Other,Austin,Premium,2024-12-07 18:59:59.593908
333,35,Male,Austin,Regular,2025-07-03 18:59:59.593908
334,26,Male,Jacksonville,Regular,2024-06-22 18:59:59.593908
335,46,Male,Austin,Regular,2024-10-30 18:59:59.593908
336,33,Female,Phoenix,New,2025-07-05 18:59:59.593908
337,25,Male,New York,New,2025-07-01 18:59:59.593908
338,31,Male,Chicago,Premium,2024-01-24 18:59:59.593908
339,39,Female,Austin,New,2023-05-15 18:59:59.593908
340,28,Male,Seattle,Wholesale,2022-08-18 18:59:59.593908
341,25,Female,Los Angeles,Premium,2024-10-19 18:59:59.593908
342,37,Male,Boston,VIP,2025-05-02 18:59:59.593908
343,37,Male,Dallas,Regular,2023-08-21 18:59:59.593908
344,28,Female,San Francisco,Regular,2025-06-15 18:59:59.593908
345,29,Male,Austin,Premium,2024-11-13 18:59:59.593908
346,37,Male,Indianapolis,Regular,2025-07-12 18:59:59.593908
347,18,Female,Chicago,New,2024-08-10 18:59:59.593908
348,18,Female,New York,Regular,2022-09-07 18:59:59.593908
349,26,Female,New York,Regular,2022-12-24 18:59:59.593908
350,32,Male,San Jose,New,2024-08-10 18:59:59.593908
351,38,Female,Charlotte,New,2025-04-01 18:59:59.593908
352,52,Male,San Diego,Regular,2023-07-14 18:59:59.593908
353,45,Female,San Jose,Premium,2025-03-31 18:59:59.593908
354,33,Female,Denver,Regular,2025-05-18 18:59:59.593908
355,34,Female,Indianapolis,New,2025-04-12 18:59:59.593908
356,22,Male,New York,VIP,2023-04-01 18:59:59.593908
357,34,Male,Phoenix,Regular,2025-06-27 18:59:59.593908
358,31,Female,New York,New,2024-12-06 18:59:59.593908
359,38,Female,Jacksonville,Regular,2024-11-01 18:59:59.593908
360,25,Male,Los Angeles,Regular,2024-06-17 18:59:59.593908
361,41,Female,Houston,Regular,2025-02-03 18:59:59.593908
362,53,Male,Fort Worth,New,2022-08-18 18:59:59.593908
363,33,Male,Dallas,VIP,2024-04-09 18:59:59.593908
364,39,Female,Denver,Premium,2023-10-30 18:59:59.593908
365,43,Female,Dallas,Premium,2025-06-13 18:59:59.593908
366,30,Male,Charlotte,Premium,2025-06-04 18:59:59.593908
367,37,Male,Charlotte,Regular,2024-09-24 18:59:59.593908
368,35,Male,Chicago,Regular,2025-06-15 18:59:59.593908
369,36,Female,Los Angeles,Premium,2025-05-01 18:59:59.593908
370,25,Male,San Francisco,New,2024-12-31 18:59:59.593908
371,35,Male,San Jose,Regular,2024-10-14 18:59:59.593908
372,40,Male,Philadelphia,Regular,2024-08-01 18:59:59.593908
373,52,Male,San Diego,Regular,2022-10-19 18:59:59.593908
374,46,Female,San Diego,Regular,2024-08-03 18:59:59.593908
375,60,Male,Charlotte,New,2025-08-15 18:59:59.593908
376,25,Male,Columbus,Premium,2024-11-09 18:59:59.593908
377,45,Female,Phoenix,Regular,2024-07-13 18:59:59.593908
378,37,Female,San Francisco,Premium,2022-08-23 18:59:59.593908
379,61,Male,Los Angeles,New,2023-12-02 18:59:59.593908
380,25,Female,San Francisco,Regular,2025-07-03 18:59:59.593908
381,24,Female,Austin,Regular,2025-07-04 18:59:59.593908
382,27,Male,San Jose,New,2023-07-17 18:59:59.593908
383,18,Female,Charlotte,Regular,2025-06-02 18:59:59.593908
384,28,Male,Charlotte,New,2024-11-20 18:59:59.593908
385,25,Female,Fort Worth,Regular,2025-03-30 18:59:59.593908
386,36,Female,Columbus,Regular,2025-06-08 18:59:59.593908
387,39,Female,Austin,Regular,2024-01-01 18:59:59.593908
388,57,Female,Charlotte,New,2024-10-10 18:59:59.593908
389,46,Female,San Francisco,Premium,2023-12-25 18:59:59.593908
390,28,Male,Seattle,New,2022-08-18 18:59:59.593908
391,24,Female,San Antonio,Regular,2024-05-02 18:59:59.593908
392,40,Female,Columbus,VIP,2022-08-18 18:59:59.593908
393,19,Male,Boston,New,2024-10-31 18:59:59.593908
394,56,Male,San Jose,New,2025-01-03 18:59:59.593908
395,49,Female,San Jose,Regular,2025-05-08 18:59:59.593908
396,29,Male,Denver,Regular,2025-05-08 18:59:59.593908
397,18,Female,San Antonio,Regular,2024-09-29 18:59:59.593908
398,51,Male,Philadelphia,Regular,2024-11-03 18:59:59.593908
399,33,Female,New York,Regular,2022-08-18 18:59:59.593908
400,49,Male,Dallas,Regular,2024-06-16 18:59:59.593908
401,18,Male,Austin,Regular,2024-02-01 18:59:59.593908
402,27,Male,Phoenix,New,2023-12-15 18:59:59.593908
403,35,Female,Indianapolis,Regular,2025-08-14 18:59:59.593908
404,35,Male,Austin,New,2025-04-02 18:59:59.593908
405,29,Male,Seattle,New,2024-11-10 18:59:59.593908
406,42,Male,Seattle,Regular,2025-07-24 18:59:59.593908
407,22,Female,Phoenix,Premium,2025-01-16 18:59:59.593908
408,33,Female,San Diego,New,2024-08-11 18:59:59.593908
409,36,Male,San Antonio,New,2022-08-18 18:59:59.593908
410,41,Female,Charlotte,Premium,2023-01-31 18:59:59.593908
411,43,Female,Boston,Regular,2022-08-18 18:59:59.593908
412,21,Female,Los Angeles,New,2025-03-23 18:59:59.593908
413,18,Female,Charlotte,Wholesale,2025-02-11 18:59:59.593908
414,50,Male,New York,New,2023-07-23 18:59:59.593908
415,38,Female,San Diego,Premium,2025-07-16 18:59:59.593908
416,26,Male,Boston,Regular,2024-10-08 18:59:59.593908
417,53,Male,Austin,New,2025-01-08 18:59:59.593908
418,36,Female,Charlotte,New,2024-11-17 18:59:59.593908
419,49,Male,Seattle,Premium,2025-06-17 18:59:59.593908
420,35,Male,Fort Worth,Regular,2024-02-01 18:59:59.593908
421,59,Male,Denver,New,2025-04-16 18:59:59.593908
422,56,Female,Charlotte,Premium,2024-05-25 18:59:59.593908
423,32,Male,Fort Worth,Regular,2023-07-27 18:59:59.593908
424,46,Male,Charlotte,Regular,2024-10-14 18:59:59.593908
425,42,Female,Seattle,Premium,2025-05-03 18:59:59.593908
426,51,Male,San Antonio,New,2025-03-25 18:59:59.593908
427,23,Female,Boston,Regular,2024-10-21 18:59:59.593908
428,43,Male,Phoenix,VIP,2025-03-18 18:59:59.593908
429,47,Female,San Antonio,Regular,2022-08-18 18:59:59.593908
430,18,Male,Houston,Regular,2025-02-06 18:59:59.593908
431,20,Male,Houston,VIP,2025-07-22 18:59:59.593908
432,18,Female,Houston,Regular,2025-04-04 18:59:59.593908
433,31,Female,Seattle,Regular,2025-01-01 18:59:59.593908
434,43,Female,Jacksonville,Premium,2024-10-16 18:59:59.593908
435,53,Female,Dallas,New,2024-06-22 18:59:59.593908
436,35,Male,Dallas,Regular,2024-05-21 18:59:59.593908
437,54,Female,San Diego,Premium,2025-04-04 18:59:59.593908
438,18,Male,Los Angeles,Regular,2023-05-13 18:59:59.593908
